# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.housekeeperTurnsSkipped,1742025106469000000,1742025166474000000,47710
FilePageCacheLockFree.totalBytesRead,1742025106469000000,1742025166474000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742025106469000000,1742025166474000000,0
FilePageCache.disposedBuffers,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesAllocated,1742025106469000000,1742025166474000000,0
FilePageCache.maxRegisteredFiles,1742025106469000000,1742025166474000000,571
FilePageCacheLockFree.totalPagesWritten,1742025106469000000,1742025166474000000,0
FilePageCache.pageHits,1742025106469000000,1742025166474000000,0
DirectByteBufferAllocator.misses,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesRequested,1742025106469000000,1742025166474000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1742025106469000000,1742025166474000000,0
